Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Devin Duvernay (15356014),Devin Duvernay,15356014,WR/FLEX,3400,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.2
DST,Packers  (15356393),Packers ,15356393,DST,3300,DET@GB 09/20/2020 01:00PM ET,GB,5
WR,Trent Taylor (15356028),Trent Taylor,15356028,WR/FLEX,3300,SF@NYJ 09/20/2020 01:00PM ET,SF,2.7
WR,Ted Ginn Jr. (15356030),Ted Ginn Jr.,15356030,WR/FLEX,3300,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
WR,Antonio Gandy-Golden (15356024),Antonio Gandy-Golden,15356024,WR/FLEX,3300,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
TE,Dan Arnold (15356228),Dan Arnold,15356228,TE/FLEX,3300,WAS@ARI 09/20/2020 04:05PM ET,ARI,4.1
WR,Jason Moore (15356026),Jason Moore,15356026,WR/FLEX,3300,KC@LAC 09/20/2020 04:25PM ET,LAC,0
TE,Jordan Akins (15356230),Jordan Akins,15356230,TE/FLEX,3300,BAL@HOU 09/20/2020 04:25PM ET,HOU,11.9
TE,Jace Sternberger (15356240),Jace Sternberger,15356240,TE/FLEX,3200,DET@GB 09/20/2020 01:00PM ET,GB,0
WR,Chris Hogan (15356032),Chris Hogan,15356032,WR/FLEX,3200,SF@NYJ 09/20/2020 01:00PM ET,NYJ,1
TE,Kaden Smith (15356238),Kaden Smith,15356238,TE/FLEX,3200,NYG@CHI 09/20/2020 01:00PM ET,NYG,3.7
TE,Ian Thomas (15356236),Ian Thomas,15356236,TE/FLEX,3200,CAR@TB 09/20/2020 01:00PM ET,CAR,3.6
DST,Vikings  (15356394),Vikings ,15356394,DST,3200,MIN@IND 09/20/2020 01:00PM ET,MIN,-4
TE,Jeremy Sprinkle (15356234),Jeremy Sprinkle,15356234,TE/FLEX,3200,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
TE,Darren Fells (15356232),Darren Fells,15356232,TE/FLEX,3200,BAL@HOU 09/20/2020 04:25PM ET,HOU,3.9
WR,Javon Wims (15356034),Javon Wims,15356034,WR/FLEX,3100,NYG@CHI 09/20/2020 01:00PM ET,CHI,7.1
WR,Riley Ridley (15356036),Riley Ridley,15356036,WR/FLEX,3100,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
DST,WAS Football Team  (15356395),WAS Football Team ,15356395,DST,3100,WAS@ARI 09/20/2020 04:05PM ET,WAS,15
TE,Nick Boyle (15356242),Nick Boyle,15356242,TE/FLEX,3100,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.3
WR,Malik Taylor (15356174),Malik Taylor,15356174,WR/FLEX,3000,DET@GB 09/20/2020 01:00PM ET,GB,0
WR,Jamal Agnew (15356176),Jamal Agnew,15356176,WR/FLEX,3000,DET@GB 09/20/2020 01:00PM ET,DET,0
WR,Dante Pettis (15356160),Dante Pettis,15356160,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Richie James Jr. (15356162),Richie James Jr.,15356162,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Chris Thompson (15356164),Chris Thompson,15356164,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Tavon Austin (15356166),Tavon Austin,15356166,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,SF,0
WR,Braxton Berrios (15356168),Braxton Berrios,15356168,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
WR,Josh Malone (15356170),Josh Malone,15356170,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
WR,Jeff Smith (15356172),Jeff Smith,15356172,WR/FLEX,3000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
WR,Damion Ratley (15356150),Damion Ratley,15356150,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
WR,C.J. Board (15356152),C.J. Board,15356152,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,3.7
WR,David Sills (15356154),David Sills,15356154,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
WR,Cody Core (15356156),Cody Core,15356156,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
WR,Darnell Mooney (15356158),Darnell Mooney,15356158,WR/FLEX,3000,NYG@CHI 09/20/2020 01:00PM ET,CHI,6.8
WR,John Hightower (15356140),John Hightower,15356140,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0.8
WR,Quez Watkins (15356142),Quez Watkins,15356142,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
WR,Van Jefferson Jr. (15356144),Van Jefferson Jr.,15356144,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,4.1
WR,Nsimba Webster (15356146),Nsimba Webster,15356146,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
WR,Trishton Jackson (15356148),Trishton Jackson,15356148,WR/FLEX,3000,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
WR,Collin Johnson (15356134),Collin Johnson,15356134,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,JAX,2.4
WR,Kalif Raymond (15356136),Kalif Raymond,15356136,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
WR,Cody Hollister (15356138),Cody Hollister,15356138,WR/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
TE,Tyler Eifert (15356248),Tyler Eifert,15356248,TE/FLEX,3000,JAX@TEN 09/20/2020 01:00PM ET,JAX,1.8
WR,Seth Roberts (15356040),Seth Roberts,15356040,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,1.5
WR,Pharoh Cooper (15356118),Pharoh Cooper,15356118,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Brandon Zylstra (15356120),Brandon Zylstra,15356120,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Keith Kirkwood (15356122),Keith Kirkwood,15356122,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Omar Bayless (15356124),Omar Bayless,15356124,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
WR,Jaydon Mickens (15356126),Jaydon Mickens,15356126,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
WR,Cyril Grayson (15356128),Cyril Grayson,15356128,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
WR,John Hurst (15356130),John Hurst,15356130,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
WR,John Franklin III (15356132),John Franklin III,15356132,WR/FLEX,3000,CAR@TB 09/20/2020 01:00PM ET,TB,0
WR,Chase Claypool (15356108),Chase Claypool,15356108,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,6.7
WR,Ray-Ray McCloud III (15356110),Ray-Ray McCloud III,15356110,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
WR,KJ Hamler (15356112),KJ Hamler,15356112,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
WR,Diontae Spencer (15356114),Diontae Spencer,15356114,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
WR,Tyrie Cleveland (15356116),Tyrie Cleveland,15356116,WR/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,DEN,1.7
TE,Vance McDonald (15356246),Vance McDonald,15356246,TE/FLEX,3000,DEN@PIT 09/20/2020 01:00PM ET,PIT,1.3
WR,Cedrick Wilson (15356094),Cedrick Wilson,15356094,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
WR,Noah Brown (15356096),Noah Brown,15356096,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
WR,Malik Turner (15356098),Malik Turner,15356098,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
WR,Ventell Bryant (15356100),Ventell Bryant,15356100,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
WR,Christian Blake (15356102),Christian Blake,15356102,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
WR,Olamide Zaccheaus (15356104),Olamide Zaccheaus,15356104,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
WR,Brandon Powell (15356106),Brandon Powell,15356106,WR/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
TE,Blake Bell (15356250),Blake Bell,15356250,TE/FLEX,3000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
WR,Dan Chisena (15356086),Dan Chisena,15356086,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
WR,K.J. Osborn (15356088),K.J. Osborn,15356088,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
WR,Ashton Dulin (15356090),Ashton Dulin,15356090,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,0
WR,Dezmon Patmon (15356092),Dezmon Patmon,15356092,WR/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,0
TE,Mo Alie-Cox (15356244),Mo Alie-Cox,15356244,TE/FLEX,3000,MIN@IND 09/20/2020 01:00PM ET,IND,4
WR,Isaiah McKenzie (15356038),Isaiah McKenzie,15356038,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,4.7
WR,Mack Hollins (15356076),Mack Hollins,15356076,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
WR,Lynn Bowden Jr. (15356078),Lynn Bowden Jr.,15356078,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
WR,Gabriel Davis (15356080),Gabriel Davis,15356080,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,3.6
WR,Andre Roberts (15356082),Andre Roberts,15356082,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
WR,Isaiah Hodgins (15356084),Isaiah Hodgins,15356084,WR/FLEX,3000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
WR,Isaiah Wright (15356064),Isaiah Wright,15356064,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
WR,Cam Sims (15356066),Cam Sims,15356066,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
WR,Kelvin Harmon (15356068),Kelvin Harmon,15356068,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
WR,Emanuel Hall (15356070),Emanuel Hall,15356070,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
WR,Jordan Veasy (15356072),Jordan Veasy,15356072,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
WR,Trent Sherfield (15356074),Trent Sherfield,15356074,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
DST,Cardinals  (15356396),Cardinals ,15356396,DST,3000,WAS@ARI 09/20/2020 04:05PM ET,ARI,6
WR,Jalen Guyton (15356056),Jalen Guyton,15356056,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,LAC,2.6
WR,K.J. Hill (15356058),K.J. Hill,15356058,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,LAC,0
WR,Marcus Kemp (15356060),Marcus Kemp,15356060,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,KC,0
WR,Byron Pringle (15356062),Byron Pringle,15356062,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,KC,0
WR,Keke Coutee (15356042),Keke Coutee,15356042,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
WR,Chris Moore (15356044),Chris Moore,15356044,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
WR,James Proche (15356046),James Proche,15356046,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
WR,Antoine Wesley (15356048),Antoine Wesley,15356048,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
WR,DeAndrew White (15356050),DeAndrew White,15356050,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
WR,DeAndre Carter (15356052),DeAndre Carter,15356052,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,1.8
WR,Isaiah Coulter (15356054),Isaiah Coulter,15356054,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
TE,Josiah Deguara (15356260),Josiah Deguara,15356260,TE/FLEX,2900,DET@GB 09/20/2020 01:00PM ET,GB,2.2
TE,Ryan Griffin (15356258),Ryan Griffin,15356258,TE/FLEX,2900,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
TE,Josh Oliver (15356256),Josh Oliver,15356256,TE/FLEX,2900,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
DST,Buccaneers  (15356397),Buccaneers ,15356397,DST,2900,CAR@TB 09/20/2020 01:00PM ET,TB,0
TE,Irv Smith Jr. (15356252),Irv Smith Jr.,15356252,TE/FLEX,2900,MIN@IND 09/20/2020 01:00PM ET,MIN,2.1
TE,Trey Burton (15356254),Trey Burton,15356254,TE/FLEX,2900,MIN@IND 09/20/2020 01:00PM ET,IND,0
TE,Levine Toilolo (15356268),Levine Toilolo,15356268,TE/FLEX,2800,NYG@CHI 09/20/2020 01:00PM ET,NYG,2.3
TE,Cole Kmet (15356270),Cole Kmet,15356270,TE/FLEX,2800,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,Gerald Everett (15356266),Gerald Everett,15356266,TE/FLEX,2800,LAR@PHI 09/20/2020 01:00PM ET,LAR,1.7
DST,Rams  (15356398),Rams ,15356398,DST,2800,LAR@PHI 09/20/2020 01:00PM ET,LAR,4
TE,Maxx Williams (15356262),Maxx Williams,15356262,TE/FLEX,2800,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
TE,Darrell Daniels (15356264),Darrell Daniels,15356264,TE/FLEX,2800,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
TE,Marcedes Lewis (15356278),Marcedes Lewis,15356278,TE/FLEX,2700,DET@GB 09/20/2020 01:00PM ET,GB,0
TE,Jesse James (15356280),Jesse James,15356280,TE/FLEX,2700,DET@GB 09/20/2020 01:00PM ET,DET,0
TE,James O'Shaughnessy (15356276),James O'Shaughnessy,15356276,TE/FLEX,2700,JAX@TEN 09/20/2020 01:00PM ET,JAX,1
TE,Chris Manhertz (15356274),Chris Manhertz,15356274,TE/FLEX,2700,CAR@TB 09/20/2020 01:00PM ET,CAR,1.4
DST,Cowboys  (15356399),Cowboys ,15356399,DST,2700,ATL@DAL 09/20/2020 01:00PM ET,DAL,4
TE,Ricky Seals-Jones (15356272),Ricky Seals-Jones,15356272,TE/FLEX,2700,KC@LAC 09/20/2020 04:25PM ET,KC,0
TE,Jordan Reed (15356288),Jordan Reed,15356288,TE/FLEX,2600,SF@NYJ 09/20/2020 01:00PM ET,SF,3.2
DST,Eagles  (15356400),Eagles ,15356400,DST,2600,LAR@PHI 09/20/2020 01:00PM ET,PHI,3
TE,Cameron Brate (15356286),Cameron Brate,15356286,TE/FLEX,2600,CAR@TB 09/20/2020 01:00PM ET,TB,0
TE,Nick Vannett (15356284),Nick Vannett,15356284,TE/FLEX,2600,DEN@PIT 09/20/2020 01:00PM ET,DEN,0.4
DST,Falcons  (15356401),Falcons ,15356401,DST,2600,ATL@DAL 09/20/2020 01:00PM ET,ATL,-1
TE,Adam Shaheen (15356282),Adam Shaheen,15356282,TE/FLEX,2600,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
TE,Robert Tonyan (15356382),Robert Tonyan,15356382,TE/FLEX,2500,DET@GB 09/20/2020 01:00PM ET,GB,0
TE,Hunter Bryant (15356384),Hunter Bryant,15356384,TE/FLEX,2500,DET@GB 09/20/2020 01:00PM ET,DET,0
TE,Ross Dwelley (15356372),Ross Dwelley,15356372,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
TE,Charlie Woerner (15356374),Charlie Woerner,15356374,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
TE,Kyle Nelson (15356376),Kyle Nelson,15356376,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
TE,Trevon Wesco (15356378),Trevon Wesco,15356378,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
TE,Daniel Brown (15356380),Daniel Brown,15356380,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
TE,Eric Tomlinson (15356360),Eric Tomlinson,15356360,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
TE,Demetrius Harris (15356362),Demetrius Harris,15356362,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,J.P. Holtz (15356364),J.P. Holtz,15356364,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,Eric Saubert (15356366),Eric Saubert,15356366,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,Darion Clark (15356368),Darion Clark,15356368,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,Patrick Scales (15356370),Patrick Scales,15356370,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
TE,Richard Rodgers (15356352),Richard Rodgers,15356352,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
TE,Joshua Perkins (15356354),Joshua Perkins,15356354,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
TE,Johnny Mundt (15356356),Johnny Mundt,15356356,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
TE,Brycen Hopkins (15356358),Brycen Hopkins,15356358,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
TE,Ben Ellefson (15356340),Ben Ellefson,15356340,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
TE,Tyler Davis (15356342),Tyler Davis,15356342,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
TE,MyCole Pruitt (15356344),MyCole Pruitt,15356344,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,7.1
TE,Anthony Firkser (15356346),Anthony Firkser,15356346,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,2.5
TE,Geoff Swaim (15356348),Geoff Swaim,15356348,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
TE,Beau Brinkley (15356350),Beau Brinkley,15356350,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
TE,Colin Thompson (15356336),Colin Thompson,15356336,TE/FLEX,2500,CAR@TB 09/20/2020 01:00PM ET,CAR,0
TE,Antony Auclair (15356338),Antony Auclair,15356338,TE/FLEX,2500,CAR@TB 09/20/2020 01:00PM ET,TB,0
TE,Zach Gentry (15356326),Zach Gentry,15356326,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
TE,Jake Butt (15356328),Jake Butt,15356328,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,1
TE,Albert Okwuegbunam (15356330),Albert Okwuegbunam,15356330,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
TE,Austin Fort (15356332),Austin Fort,15356332,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
TE,Andrew Beck (15356334),Andrew Beck,15356334,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
DST,Broncos  (15356402),Broncos ,15356402,DST,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,4
TE,Sean McKeon (15356320),Sean McKeon,15356320,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
TE,Jaeden Graham (15356322),Jaeden Graham,15356322,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
TE,Luke Stocker (15356324),Luke Stocker,15356324,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
TE,Tyler Conklin (15356316),Tyler Conklin,15356316,TE/FLEX,2500,MIN@IND 09/20/2020 01:00PM ET,MIN,0
TE,Noah Togiai (15356318),Noah Togiai,15356318,TE/FLEX,2500,MIN@IND 09/20/2020 01:00PM ET,IND,0
DST,Colts  (15356403),Colts ,15356403,DST,2500,MIN@IND 09/20/2020 01:00PM ET,IND,4
TE,Durham Smythe (15356308),Durham Smythe,15356308,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
TE,Tyler Kroft (15356310),Tyler Kroft,15356310,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
TE,Lee Smith (15356312),Lee Smith,15356312,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
TE,Tommy Sweeney (15356314),Tommy Sweeney,15356314,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
TE,Marcus Baugh (15356304),Marcus Baugh,15356304,TE/FLEX,2500,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
TE,Thaddeus Moss (15356306),Thaddeus Moss,15356306,TE/FLEX,2500,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
TE,Virgil Green (15356292),Virgil Green,15356292,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,2
TE,Stephen Anderson (15356294),Stephen Anderson,15356294,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,0
TE,Donald Parham Jr. (15356296),Donald Parham Jr.,15356296,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,0
TE,Nick Keizer (15356298),Nick Keizer,15356298,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
TE,Deon Yelder (15356300),Deon Yelder,15356300,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
TE,James Winchester (15356302),James Winchester,15356302,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
TE,Kahale Warring (15356290),Kahale Warring,15356290,TE/FLEX,2500,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
DST,Giants  (15356404),Giants ,15356404,DST,2400,NYG@CHI 09/20/2020 01:00PM ET,NYG,4
DST,Jaguars  (15356405),Jaguars ,15356405,DST,2300,JAX@TEN 09/20/2020 01:00PM ET,JAX,6
DST,Panthers  (15356407),Panthers ,15356407,DST,2200,CAR@TB 09/20/2020 01:00PM ET,CAR,-1
DST,Texans  (15356406),Texans ,15356406,DST,2200,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
DST,Lions  (15356408),Lions ,15356408,DST,2100,DET@GB 09/20/2020 01:00PM ET,DET,1
DST,Dolphins  (15356409),Dolphins ,15356409,DST,2100,BUF@MIA 09/20/2020 01:00PM ET,MIA,4
DST,Jets  (15356411),Jets ,15356411,DST,2000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,7
DST,Chargers  (15356410),Chargers ,15356410,DST,2000,KC@LAC 09/20/2020 04:25PM ET,LAC,11
