Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
1,Aaron Jones\JoneAa00,GNB,RB,26,2,2,0,0,0,0,0,34,234,6.88,3,14,8,78,9.75,1,1,0,4,,,55,63.2,66.2,59.2,35,1,1
2,Calvin Ridley\RidlCa00,ATL,WR,26,2,2,0,0,0,0,0,1,-1,-1.00,0,22,16,239,14.94,4,0,0,4,,,48,63.8,66.8,55.8,31,1,2
3,Alvin Kamara\KamaAl00,NOR,RB,25,2,2,0,0,0,0,0,25,95,3.80,3,17,14,146,10.43,1,0,0,4,,,48,62.1,65.1,55.1,28,2,3
4,Christian McCaffrey\McCaCh01,CAR,RB,24,2,2,0,0,0,0,0,41,156,3.80,4,9,7,67,9.57,0,0,0,4,,,46,53.3,56.3,49.8,26,3,4
5,Russell Wilson\WilsRu00,SEA,QB,32,2,2,52,63,610,9,1,8,68,8.50,0,0,0,0,,0,1,0,0,,,65,65.2,69.2,66.2,24,1,5
6,Josh Jacobs\JacoJo01,LVR,RB,22,2,2,0,0,0,0,0,52,181,3.48,3,9,7,63,9.00,0,0,0,3,,,42,49.4,52.4,45.9,22,4,6
7,Josh Allen\AlleJo02,BUF,QB,24,2,2,57,81,727,6,0,18,76,4.22,1,0,0,0,,0,2,2,1,,,63,62.7,67.7,62.7,22,2,7
8,Ezekiel Elliott\ElliEz00,DAL,RB,25,2,2,0,0,0,0,0,44,185,4.20,2,11,9,64,7.11,1,2,1,3,,,41,49.9,53.9,45.4,21,5,8
9,Cam Newton\NewtCa00,NWE,QB,31,2,2,45,63,552,1,1,26,122,4.69,4,0,0,0,,0,0,0,4,,,60,60.3,67.3,61.3,19,3,9
10,Kyler Murray\MurrKy00,ARI,QB,23,2,2,52,78,516,2,2,21,158,7.52,3,0,0,0,,0,0,0,3,,,58,58.4,66.4,60.4,18,4,10
11,Raheem Mostert\MostRa00,SFO,RB,28,2,2,0,0,0,0,0,23,148,6.43,1,7,6,110,18.33,1,0,0,2,,,38,43.8,49.8,40.8,18,6,11
12,Dak Prescott\PresDa01,DAL,QB,27,2,2,59,86,716,2,0,8,48,6.00,3,0,0,0,,0,1,1,3,,,57,57.4,61.4,57.4,17,5,12
13,Dalvin Cook\CookDa01,MIN,RB,25,2,2,0,0,0,0,0,26,113,4.35,3,4,3,6,2.00,0,0,0,3,3,,36,38.9,41.9,37.4,16,7,13
14,Chris Carson\CarsCh00,SEA,RB,26,2,2,0,0,0,0,0,23,93,4.04,0,9,9,81,9.00,3,0,0,3,,,35,44.4,44.4,39.9,15,8,14
15,Jonnu Smith\SmitJo01,TEN,TE,25,2,2,0,0,0,0,0,0,0,,0,12,8,120,15.00,3,0,0,3,,,30,38.0,41.0,34.0,14,1,15
16,Davante Adams\AdamDa01,GNB,WR,28,2,2,0,0,0,0,0,0,0,,0,20,17,192,11.29,2,0,0,2,,,31,48.2,51.2,39.7,14,2,16
17,D.K. Metcalf\MetcDK00,SEA,WR,23,2,2,0,0,0,0,0,0,0,,0,14,8,187,23.38,2,0,0,2,,,31,38.7,41.7,34.7,14,3,17
18,Stefon Diggs\DiggSt00,BUF,WR,27,2,2,0,0,0,0,0,0,0,,0,22,16,239,14.94,1,0,0,1,,,30,45.9,48.9,37.9,13,4,18
19,Noah Fant\FantNo00,DEN,TE,23,2,2,0,0,0,0,0,0,0,,0,11,9,138,15.33,2,0,0,2,1,,28,36.8,39.8,32.3,12,2,19
20,Tyler Higbee\HigbTy00,LAR,TE,27,2,2,0,0,0,0,0,0,0,,0,9,8,94,11.75,3,0,0,3,,,27,35.4,35.4,31.4,12,3,20
21,Matt Ryan\RyanMa00,ATL,QB,35,2,2,61,90,723,6,1,5,15,3.00,0,0,0,0,,0,0,0,0,,,52,52.4,56.4,53.4,12,6,21
22,Robby Anderson\AndeRo04,CAR,WR,27,2,2,0,0,0,0,0,0,0,,0,18,15,223,14.87,1,1,1,1,1,,28,43.3,47.3,35.8,11,5,22
23,Adam Thielen\ThieAd00,MIN,WR,30,2,2,0,0,0,0,0,0,0,,0,16,9,141,15.67,2,0,0,2,1,,28,37.1,40.1,32.6,11,6,23
24,DeAndre Hopkins\HopkDe00,ARI,WR,28,2,2,0,0,0,0,0,0,0,,0,25,22,219,9.95,1,0,0,1,,,28,49.9,52.9,38.9,11,7,24
25,Tyreek Hill\HillTy00,KAN,WR,26,2,2,0,0,0,0,0,1,9,9.00,0,17,10,145,14.50,2,0,0,2,,,27,37.4,40.4,32.4,11,8,25
26,Travis Kelce\KelcTr00,KAN,TE,31,2,2,0,0,0,0,0,0,0,,0,20,15,140,9.33,2,0,0,2,,,26,41.0,44.0,33.5,10,4,26
27,John Brown\BrowJo02,BUF,WR,30,2,2,0,0,0,0,0,0,0,,0,16,10,152,15.20,2,0,0,2,,,27,37.2,40.2,32.2,10,9,27
28,Kareem Hunt\HuntKa00,CLE,RB,25,2,0,0,0,0,0,0,23,158,6.87,1,8,6,24,4.00,1,1,0,2,,,30,36.2,39.2,33.2,10,9,28
29,Nick Chubb\ChubNi00,CLE,RB,25,2,2,0,0,0,0,0,32,184,5.75,2,2,2,15,7.50,0,1,1,2,,,30,31.9,35.9,30.9,10,10,29
30,Julian Edelman\EdelJu00,NWE,WR,34,2,0,0,0,0,0,0,1,23,23.00,0,18,13,236,18.15,0,0,0,0,,,26,38.9,41.9,32.4,9,10,30
31,Darius Slayton\SlayDa01,NYG,WR,23,2,1,0,0,0,0,0,0,0,,0,15,9,135,15.00,2,0,0,2,,,26,34.5,37.5,30.0,9,11,31
32,Aaron Rodgers\RodgAa00,GNB,QB,37,2,2,50,74,604,6,0,3,14,4.67,0,1,1,-6,-6.00,0,0,0,0,,,49,50.0,53.0,49.5,8,7,32
33,Terry McLaurin\McLaTe00,WAS,WR,25,2,2,0,0,0,0,0,0,0,,0,17,12,186,15.50,1,0,0,1,,,25,36.6,39.6,30.6,8,12,33
34,Malcolm Brown\BrowMa03,LAR,RB,27,2,0,0,0,0,0,0,29,126,4.34,2,4,3,31,10.33,0,0,0,2,,,28,30.7,33.7,29.2,7,11,34
35,Patrick Mahomes\MahoPa00,KAN,QB,25,2,2,51,79,513,5,0,6,54,9.00,0,0,0,0,,0,0,0,0,,1,48,47.9,50.9,47.9,7,8,35
36,JuJu Smith-Schuster\SmitJu00,PIT,WR,24,2,2,0,0,0,0,0,0,0,,0,14,13,117,9.00,2,0,0,2,,,24,36.7,39.7,30.2,7,13,36
37,James Robinson\RobiJa00,JAX,RB,22,2,2,0,0,0,0,0,32,164,5.13,1,5,4,46,11.50,0,0,0,1,,,27,31.0,34.0,29.0,7,13,37
38,Melvin Gordon\GordMe00,DEN,RB,27,2,2,0,0,0,0,0,34,148,4.35,1,6,5,22,4.40,1,1,1,2,,,27,32.0,36.0,29.5,7,12,38
39,Clyde Edwards-Helaire\EdwaCl00,KAN,RB,21,2,2,0,0,0,0,0,35,176,5.03,1,10,6,32,5.33,0,0,0,1,,,27,32.8,35.8,29.8,7,14,39
40,Mike Gesicki\GesiMi00,MIA,TE,25,2,2,0,0,0,0,0,0,0,,0,16,11,160,14.55,1,0,0,1,,,22,33.0,36.0,27.5,6,5,40
41,David Montgomery\MontDa01,CHI,RB,23,2,2,0,0,0,0,0,29,146,5.03,0,6,4,55,13.75,1,0,0,1,,,26,30.1,33.1,28.1,6,15,41
42,Mike Evans\EvanMi00,TAM,WR,27,2,2,0,0,0,0,0,0,0,,0,14,8,106,13.25,2,0,0,2,,,23,30.6,33.6,26.6,6,14,42
43,Keelan Cole\ColeKe00,JAX,WR,27,2,0,0,0,0,0,0,0,0,,0,12,11,105,9.55,2,0,0,2,,,23,33.5,36.5,28.0,6,15,43
44,Jonathan Taylor\TaylJo02,IND,RB,21,2,1,0,0,0,0,0,35,123,3.51,1,8,8,76,9.50,0,0,0,1,,,26,33.9,36.9,29.9,6,16,44
45,Darren Waller\WallDa01,LVR,TE,28,2,2,0,0,0,0,0,0,0,,0,24,18,150,8.33,1,0,0,1,,,21,39.0,42.0,30.0,5,6,45
46,Ryan Tannehill\TannRy00,TEN,QB,32,2,2,47,67,488,6,0,7,26,3.71,0,0,0,0,,0,0,0,0,,,46,46.1,49.1,46.1,5,9,46
47,Leonard Fournette\FourLe00,TAM,RB,25,2,0,0,0,0,0,0,17,108,6.35,2,6,5,27,5.40,0,0,0,2,,,26,30.5,33.5,28.0,5,17,47
48,Marquez Valdes-Scantling\ValdMa00,GNB,WR,26,2,0,0,0,0,0,0,0,0,,0,13,7,160,22.86,1,0,0,1,,,22,29.0,32.0,25.5,5,16,48
49,Russell Gage\GageRu00,ATL,WR,24,2,2,0,1,0,0,0,0,0,,0,21,15,160,10.67,1,0,0,1,,,22,37.0,40.0,29.5,5,17,49
50,Mark Andrews\AndrMa00,BAL,TE,24,2,0,0,0,0,0,0,0,0,,0,9,6,87,14.50,2,0,0,2,,,21,26.7,26.7,23.7,5,7,50
51,Tyler Lockett\LockTy00,SEA,WR,28,2,2,0,0,0,0,0,0,0,,0,16,15,159,10.60,1,0,0,1,,,22,36.9,39.9,29.4,5,18,51
52,Robert Woods\WoodRo02,LAR,WR,28,2,2,0,0,0,0,0,4,33,8.25,1,13,8,119,14.88,0,0,0,1,,,21,29.2,32.2,25.2,4,19,52
53,Lamar Jackson\JackLa00,BAL,QB,23,2,2,38,49,479,4,0,23,99,4.30,0,0,0,0,,0,1,0,0,,,45,45.1,48.1,45.1,4,10,53
54,Jerick McKinnon\McKiJe00,SFO,RB,28,2,0,0,0,0,0,0,6,101,16.83,1,6,3,20,6.67,1,0,0,2,,,24,27.1,30.1,25.6,4,18,54
55,Dallas Goedert\GoedDa00,PHI,TE,25,2,1,0,0,0,0,0,0,0,,0,17,12,131,10.92,1,0,0,1,,,19,31.1,34.1,25.1,4,8,55
56,Gardner Minshew II\MinsGa00,JAX,QB,24,2,2,49,65,512,6,2,9,38,4.22,0,0,0,0,,0,1,0,0,,,44,44.3,49.3,46.3,3,11,56
57,Austin Ekeler\EkelAu00,LAC,RB,25,2,2,0,0,0,0,0,35,177,5.06,0,5,5,58,11.60,0,0,0,0,,,24,28.5,31.5,26.0,3,19,57
58,Joshua Kelley\KellJo01,LAC,RB,23,2,0,0,0,0,0,0,35,124,3.54,1,2,2,49,24.50,0,0,0,1,,,23,25.3,28.3,24.3,3,20,58
59,Corey Davis\DaviCo03,TEN,WR,25,2,2,0,0,0,0,0,0,0,,0,13,10,137,13.70,1,0,0,1,,,20,29.7,32.7,24.7,3,20,59
60,Chase Claypool\ClayCh01,PIT,WR,22,2,0,0,0,0,0,0,1,8,8.00,0,5,5,127,25.40,1,0,0,1,,,20,24.5,27.5,22.0,3,21,60
61,Jordan Reed\ReedJo02,SFO,TE,30,2,0,0,0,0,0,0,0,0,,0,10,9,62,6.89,2,0,0,2,,,18,27.2,27.2,22.7,3,9,61
62,T.J. Hockenson\HockTJ00,DET,TE,23,2,2,0,0,0,0,0,0,0,,0,9,9,118,13.11,1,0,0,1,,,18,26.8,29.8,22.3,2,10,62
63,Diontae Johnson\JohnDi01,PIT,WR,24,2,2,0,0,0,0,0,0,0,,0,23,14,149,10.64,1,1,1,1,,,19,32.9,36.9,25.9,2,22,63
64,Allen Lazard\LazaAl00,GNB,WR,25,2,2,0,0,0,0,0,1,19,19.00,0,9,7,108,15.43,1,0,0,1,,,19,25.7,28.7,22.2,2,23,64
65,Kenyan Drake\DrakKe00,ARI,RB,26,2,1,0,0,0,0,0,36,146,4.06,1,4,4,14,3.50,0,0,0,1,,,22,26.0,29.0,24.0,2,21,65
66,David Johnson\JohnDa08,HOU,RB,29,2,2,0,0,0,0,0,22,111,5.05,1,8,5,48,9.60,0,0,0,1,,,22,26.9,29.9,24.4,2,22,66
67,Hayden Hurst\HursHa00,ATL,TE,27,2,1,0,0,0,0,0,0,0,,0,13,8,110,13.75,1,0,0,1,,,17,25.0,28.0,21.0,1,11,67
68,Julio Jones\JoneJu02,ATL,WR,31,2,2,0,0,0,0,0,0,0,,0,16,11,181,16.45,0,0,0,0,,,18,29.1,32.1,23.6,1,25,68
69,Amari Cooper\CoopAm00,DAL,WR,26,2,2,0,0,0,0,0,0,0,,0,23,16,181,11.31,0,0,0,0,,,18,34.1,37.1,26.1,1,24,69
70,Derrick Henry\HenrDe00,TEN,RB,26,2,2,0,0,0,0,0,56,200,3.57,0,5,3,15,5.00,0,0,0,0,,,22,24.5,27.5,23.0,1,23,70
71,Laviska Shenault Jr.\ShenLa00,JAX,WR,22,2,1,0,0,0,0,0,7,47,6.71,0,8,6,72,12.00,1,0,0,1,,,18,23.9,23.9,20.9,1,26,71
72,Jamison Crowder\CrowJa00,NYJ,WR,27,1,1,0,0,0,0,0,0,0,,0,13,7,115,16.43,1,0,0,1,,,18,24.5,27.5,21.0,1,27,72
73,CeeDee Lamb\LambCe00,DAL,WR,21,2,2,0,0,0,0,0,1,9,9.00,0,15,11,165,15.00,0,0,0,0,,,17,28.4,31.4,22.9,1,28,73
74,D.J. Moore\MoorD.00,CAR,WR,23,2,2,0,0,0,0,0,0,0,,0,22,12,174,14.50,0,0,0,0,,,17,29.4,32.4,23.4,1,29,74
75,Michael Burton\BurtMi00,NOR,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,75
76,Hunter Henry\HenrHu00,LAC,TE,26,2,2,0,0,0,0,0,0,0,,0,16,11,156,14.18,0,0,0,0,,,16,26.6,29.6,21.1,,12,76
77,Joe Burrow\BurrJo01,CIN,QB,24,2,2,60,97,509,3,1,15,65,4.33,1,0,0,0,,0,3,1,1,,,41,40.9,45.9,41.9,,12,77
78,Derek Watt\WattDe00,PIT,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,78
79,Ben Roethlisberger\RoetBe00,PIT,QB,38,2,2,50,73,540,5,1,6,7,1.17,0,0,0,0,,0,2,0,0,,,40,40.3,44.3,41.3,,13,
80,Mitchell Trubisky\TrubMi00,CHI,QB,26,2,2,38,64,432,5,2,7,42,6.00,0,0,0,0,,0,1,0,0,,,37,37.5,42.5,39.5,,14,
81,Deshaun Watson\WatsDe00,HOU,QB,25,2,2,45,68,528,2,2,11,44,4.00,1,0,0,0,,0,0,0,1,,,36,35.5,40.5,37.5,,15,
82,Derek Carr\CarrDe02,LVR,QB,29,2,2,50,68,523,4,0,3,3,1.00,0,0,0,0,,0,2,1,0,,,35,35.2,39.2,35.2,,16,
83,Jared Goff\GoffJa00,LAR,QB,26,2,2,40,58,542,3,1,11,28,2.55,0,0,0,0,,0,0,0,0,,,34,34.5,38.5,35.5,,17,
84,Jimmy Garoppolo\GaroJi00,SFO,QB,29,2,2,33,49,390,4,0,1,9,9.00,0,0,0,0,,0,0,0,0,,,33,32.5,35.5,32.5,,18,
85,Matthew Stafford\StafMa00,DET,QB,32,2,2,44,75,541,3,2,6,27,4.50,0,0,0,0,,0,0,0,0,,,32,32.3,37.3,34.3,,19,
86,Ryan Fitzpatrick\FitzRy00,MIA,QB,38,2,2,51,77,519,2,3,8,30,3.75,0,0,0,0,,0,1,0,0,1,1,30,29.8,35.8,32.8,,20,
87,Drew Brees\BreeDr00,NOR,QB,41,2,2,44,68,472,3,1,2,0,0.00,0,0,0,0,,0,0,0,0,,,29,28.9,32.9,29.9,,22,
88,Tom Brady\BradTo00,TAM,QB,43,2,2,46,71,456,3,3,4,9,2.25,1,0,0,0,,0,2,1,1,,,29,29.1,36.1,32.1,,21,
89,Teddy Bridgewater\BridTe00,CAR,QB,28,2,2,55,76,636,1,2,4,26,6.50,0,0,0,0,,0,1,1,0,,1,28,28.0,34.0,30.0,,23,
90,Philip Rivers\RivePh00,IND,QB,39,2,2,55,71,577,2,3,5,6,1.20,0,0,0,0,,0,1,0,0,,,26,25.7,31.7,28.7,,24,
91,Baker Mayfield\MayfBa00,CLE,QB,25,2,2,37,62,408,3,2,5,8,1.60,0,0,0,0,,0,0,0,0,,,25,25.1,30.1,27.1,,26,
92,Daniel Jones\JoneDa05,NYG,QB,23,2,2,51,81,520,2,3,7,43,6.14,0,0,0,0,,0,1,1,0,,,25,25.1,32.1,28.1,,27,
93,Carson Wentz\WentCa00,PHI,QB,28,2,2,50,85,512,2,4,3,9,3.00,1,0,0,0,,0,2,1,1,,,25,25.4,33.4,29.4,,25,
94,Dwayne Haskins\HaskDw00,WAS,QB,23,2,2,36,64,401,2,0,8,25,3.13,0,0,0,0,,0,2,1,0,,,25,24.5,28.5,24.5,,28,
95,Sam Darnold\DarnSa00,NYJ,QB,23,2,2,42,67,394,2,1,3,13,4.33,0,0,0,0,,0,0,0,0,,,23,23.1,27.1,24.1,,29,
96,Justin Herbert\HerbJu00,LAC,QB,22,1,1,22,33,311,1,1,4,18,4.50,1,0,0,0,,0,0,0,1,,,22,22.2,26.2,23.2,,30,
97,Nyheim Hines\HineNy00,IND,RB,24,2,0,0,0,0,0,0,7,28,4.00,1,9,9,49,5.44,1,0,0,2,,,20,28.7,28.7,24.2,,26,
98,Kirk Cousins\CousKi00,MIN,QB,32,2,2,30,51,372,2,4,4,34,8.50,0,0,0,0,,0,0,0,0,,1,20,20.3,27.3,24.3,,31,
99,James Conner\ConnJa00,PIT,RB,25,2,2,0,0,0,0,0,22,115,5.23,1,6,4,23,5.75,0,0,0,1,,,20,23.8,26.8,21.8,,25,
100,J.K. Dobbins\DobbJK00,BAL,RB,22,2,0,0,0,0,0,0,9,70,7.78,2,1,1,13,13.00,0,0,0,2,,,20,21.3,21.3,20.8,,24,
101,Jeff Driskel\DrisJe00,DEN,QB,27,1,0,18,34,256,2,1,2,5,2.50,0,0,0,0,,0,0,0,0,,1,19,18.7,19.7,19.7,,32,
102,Darrell Henderson\HendDa00,LAR,RB,23,2,0,0,0,0,0,0,15,87,5.80,1,3,2,40,20.00,0,0,0,1,,,19,20.7,20.7,19.7,,27,
103,Todd Gurley\GurlTo01,ATL,RB,26,2,2,0,0,0,0,0,35,117,3.34,1,5,2,1,0.50,0,0,0,1,,,18,19.8,22.8,18.8,,28,
104,Tyler Boyd\BoydTy00,CIN,WR,26,2,2,0,0,0,0,0,0,0,,0,13,11,105,9.55,1,0,0,1,,,17,27.5,30.5,22.0,,31,
105,DJ Chark\CharDJ00,JAX,WR,24,2,2,0,0,0,0,0,0,0,,0,7,7,109,15.57,1,0,0,1,,,17,23.9,26.9,20.4,,30,
106,Miles Sanders\SandMi01,PHI,RB,23,1,1,0,0,0,0,0,20,95,4.75,1,7,3,36,12.00,0,1,1,1,,,17,20.1,21.1,18.6,,29,
107,Mark Ingram\IngrMa01,BAL,RB,31,2,2,0,0,0,0,0,19,84,4.42,1,3,2,22,11.00,0,0,0,1,,,17,18.6,18.6,17.6,,31,
108,Ronald Jones II\JoneRo01,TAM,RB,23,2,2,0,0,0,0,0,24,89,3.71,1,5,4,20,5.00,0,0,0,1,,,17,20.9,20.9,18.9,,30,
109,Odell Beckham Jr.\BeckOd00,CLE,WR,28,2,2,0,0,0,0,0,0,0,,0,16,7,96,13.71,1,0,0,1,,,16,22.6,22.6,19.1,,34,
110,Adrian Peterson\PeteAd01,DET,RB,35,2,0,0,0,0,0,0,21,134,6.38,0,3,3,21,7.00,0,0,0,0,,,16,18.5,21.5,17.0,,34,
111,D'Andre Swift\SwifDA00,DET,RB,21,2,0,0,0,0,0,0,8,20,2.50,1,10,8,75,9.38,0,0,0,1,,,16,23.5,23.5,19.5,,33,
112,Sammy Watkins\WatkSa00,KAN,WR,27,2,2,0,0,0,0,0,1,3,3.00,0,12,8,93,11.63,1,0,0,1,,,16,23.6,23.6,19.6,,33,
113,DeVante Parker\ParkDe01,MIA,WR,27,2,2,0,0,0,0,0,0,0,,0,12,9,100,11.11,1,0,0,1,,,16,25.0,28.0,20.5,,32,
114,Adam Humphries\HumpAd00,TEN,WR,27,2,0,0,0,0,0,0,0,0,,0,13,11,95,8.64,1,0,0,1,,,16,26.5,26.5,21.0,,35,
115,Antonio Gibson\GibsAn00,WAS,RB,22,2,2,0,0,0,0,0,22,91,4.14,1,4,3,5,1.67,0,0,0,1,,,16,18.6,18.6,17.1,,32,
116,C.J. Uzomah\UzomC.00,CIN,TE,27,2,2,0,0,0,0,0,0,0,,0,11,8,87,10.88,1,0,0,1,,,15,22.7,22.7,18.7,,15,
117,Jordan Akins\AkinJo00,HOU,TE,28,2,2,0,0,0,0,0,0,0,,0,9,9,94,10.44,1,0,0,1,,,15,24.4,24.4,19.9,,13,
118,Myles Gaskin\GaskMy00,MIA,RB,23,2,0,0,0,0,0,0,16,86,5.38,0,11,10,62,6.20,0,0,0,0,,,15,24.8,24.8,19.8,,36,
119,Jared Cook\CookJa02,NOR,TE,33,2,1,0,0,0,0,0,0,0,,0,12,7,93,13.29,1,0,0,1,,,15,22.3,22.3,18.8,,14,
120,Willie Snead\SneaWi00,BAL,WR,28,2,2,0,0,0,0,0,0,0,,0,6,6,93,15.50,1,0,0,1,,,15,21.3,21.3,18.3,,36,
