Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
265,A.J. Brown\BrowAJ00,TEN,WR,23,1,1,0,0,0,0,0,0,0,,0,8,5,39,7.80,0,0,0,0,,,4,8.9,8.9,6.4,,109,
266,Greg Ward\WardGr02,PHI,WR,25,2,1,0,0,0,0,0,0,0,,0,8,6,36,6.00,0,0,0,0,,,4,9.6,9.6,6.6,,112,
267,Dontrelle Inman\InmaDo00,WAS,WR,31,2,0,0,0,0,0,0,0,0,,0,10,4,38,9.50,0,0,0,0,,,4,7.8,7.8,5.8,,110,
268,Ito Smith\SmitIt00,ATL,RB,25,2,0,0,0,0,0,0,6,24,4.00,0,3,3,2,0.67,0,0,0,0,,,3,5.6,5.6,4.1,,82,
269,Blake Bell\BellBl00,DAL,TE,29,2,0,0,0,0,0,0,0,0,,0,3,2,34,17.00,0,0,0,0,,,3,5.4,5.4,4.4,,40,
270,Noah Brown\BrowNo00,DAL,WR,24,2,0,0,0,0,0,0,0,0,,0,2,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,116,
271,Royce Freeman\FreeRo00,DEN,RB,24,2,0,0,0,0,0,0,4,20,5.00,0,1,1,12,12.00,0,0,0,0,,,3,4.2,4.2,3.7,,79,
272,AJ Dillon\DillAJ00,GNB,RB,22,2,0,0,0,0,0,0,7,31,4.43,0,0,0,0,,0,0,0,0,,,3,3.1,3.1,3.1,,81,
273,Jakeem Grant\GranJa00,MIA,WR,28,2,0,0,0,0,0,0,0,0,,0,4,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,118,
274,Kyle Rudolph\RudoKy00,MIN,TE,31,2,2,0,0,0,0,0,0,0,,0,3,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,42,
275,J.J. Taylor\TaylJJ01,NWE,RB,22,2,0,0,0,0,0,0,5,27,5.40,0,1,1,4,4.00,0,0,0,0,,,3,4.1,4.1,3.6,,80,
276,Josh Malone\MaloJo00,NYJ,WR,24,2,0,0,0,0,0,0,1,12,12.00,0,6,4,16,4.00,0,0,0,0,,,3,6.8,6.8,4.8,,117,
277,Breshad Perriman\PerrBr02,NYJ,WR,27,2,2,0,0,0,0,0,0,0,,0,7,5,29,5.80,0,0,0,0,,,3,7.9,7.9,5.4,,115,
278,Foster Moreau\MoreFo00,LVR,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,31,31.00,0,0,0,0,,,3,4.1,4.1,3.6,,41,
279,Devin Duvernay\DuveDe00,BAL,WR,23,2,0,0,0,0,0,0,0,0,,0,2,2,31,15.50,0,0,0,0,,,3,5.1,5.1,4.1,,114,
280,Alex Armah\ArmaAl00,CAR,RB,26,2,1,0,0,0,0,0,2,1,0.50,0,1,1,14,14.00,0,0,0,0,,,2,2.5,2.5,2.0,,90,
281,Ian Thomas\ThomIa00,CAR,TE,24,2,1,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,0,0,0,,,2,3.6,3.6,2.6,,49,
282,John Ross\RossJo00,CIN,WR,26,2,1,0,0,0,0,0,0,0,,0,7,2,17,8.50,0,0,0,0,,,2,3.7,3.7,2.7,,123,
283,Harrison Bryant\BryaHa00,CLE,TE,22,2,1,0,0,0,0,0,0,0,,0,4,2,19,9.50,0,0,0,0,,,2,3.9,3.9,2.9,,44,
284,DaeSean Hamilton\HamiDa01,DEN,WR,25,2,1,0,0,0,0,0,0,0,,0,6,2,23,11.50,0,0,0,0,,,2,4.3,4.3,3.3,,119,
285,Kenny Stills\StilKe00,HOU,WR,28,2,0,0,0,0,0,0,0,0,,0,5,2,16,8.00,0,0,0,0,,,2,3.6,3.6,2.6,,124,
286,Darwin Thompson\ThomDa06,KAN,RB,24,2,0,0,0,0,0,0,4,21,5.25,0,1,0,0,,0,0,0,0,,,2,2.1,2.1,2.1,,85,
287,Josh Hill\HillJo02,NOR,TE,30,2,1,0,0,0,0,0,0,0,,0,3,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,48,
288,Ty Montgomery\MontTy01,NOR,RB,27,2,0,0,0,0,0,0,1,-4,-4.00,0,3,2,25,12.50,0,0,0,0,,,2,4.1,4.1,3.1,,86,
289,Michael Thomas\ThomMi05,NOR,WR,27,1,1,0,0,0,0,0,0,0,,0,5,3,17,5.67,0,0,0,0,,,2,4.7,4.7,3.2,,122,
290,Adam Trautman\TrauAd00,NOR,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,0,0,0,,,2,2.7,2.7,2.2,,45,
291,Kaden Smith\SmitKa00,NYG,TE,23,2,2,0,0,0,0,0,0,0,,0,5,4,16,4.00,0,0,0,0,,,2,5.6,5.6,3.6,,47,
292,Kalen Ballage\BallKa00,NYJ,RB,25,1,0,0,0,0,0,0,1,5,5.00,0,2,2,12,6.00,0,0,0,0,,,2,3.7,3.7,2.7,,89,
293,Chris Herndon\HernCh00,NYJ,TE,24,2,2,0,0,0,0,0,0,0,,0,11,7,42,6.00,0,1,1,0,,,2,9.2,10.2,5.7,,43,
294,La'Mical Perine\PeriLa00,NYJ,RB,22,1,0,0,0,0,0,0,3,17,5.67,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,88,
295,Corey Clement\ClemCo00,PHI,RB,26,2,0,0,0,0,0,0,6,19,3.17,0,2,2,2,1.00,0,0,0,0,,,2,4.1,4.1,3.1,,87,
296,Will Dissly\DissWi00,SEA,TE,24,2,1,0,0,0,0,0,0,0,,0,3,3,17,5.67,0,0,0,0,,,2,4.7,4.7,3.2,,46,
297,Travis Homer\HomeTr00,SEA,RB,22,2,0,0,0,0,0,0,6,20,3.33,0,2,2,4,2.00,0,0,0,0,,,2,4.4,4.4,3.4,,83,
298,Brandon Aiyuk\AiyuBr00,SFO,WR,22,1,1,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,0,0,0,,,2,4.1,4.1,3.1,,120,
299,Trent Taylor\TaylTr02,SFO,WR,26,2,0,0,0,0,0,0,0,0,,0,8,4,17,4.25,0,0,0,0,,,2,5.7,5.7,3.7,,121,
300,LeSean McCoy\McCoLe01,TAM,RB,32,2,0,0,0,0,0,0,1,-5,-5.00,0,8,6,28,4.67,0,0,0,0,,,2,8.3,8.3,5.3,,84,
301,Olamide Zaccheaus\ZaccOl01,ATL,WR,23,2,0,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,0,0,,,1,2.0,2.0,1.5,,126,
302,Chris Manhertz\ManhCh00,CAR,TE,28,2,2,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,0,0,,,1,3.2,3.2,2.2,,53,
303,Seth Roberts\RobeSe00,CAR,WR,29,2,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,133,
304,Cole Kmet\KmetCo00,CHI,TE,21,2,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,54,
305,Rashard Higgins\HiggRa00,CLE,WR,26,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,127,
306,D'Ernest Johnson\JohnDE04,CLE,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,97,
307,Ashton Dulin\DuliAs00,IND,WR,23,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,132,
308,Blake Jarwin\JarwBl00,DAL,TE,26,1,1,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,55,
309,Tyrie Cleveland\ClevTy00,DEN,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,131,
310,Josiah Deguara\DeguJo00,GNB,TE,23,1,1,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,56,
311,DeAndre Carter\CartDe02,HOU,WR,27,2,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,129,
312,Duke Johnson\JohnDu00,HOU,RB,27,1,0,0,0,0,0,0,5,14,2.80,0,1,0,0,,0,0,0,0,,,1,1.4,1.4,1.4,,92,
313,Collin Johnson\JohnCo01,JAX,WR,23,2,0,0,0,0,0,0,0,0,,0,4,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,125,
314,Patrick Laird\LairPa00,MIA,RB,25,2,0,0,0,0,0,0,0,0,,0,2,2,9,4.50,0,0,0,0,,,1,2.9,2.9,1.9,,93,
315,Irv Smith Jr.\SmitIr01,MIN,TE,22,2,1,0,0,0,0,0,0,0,,0,5,2,14,7.00,0,0,0,0,,,1,3.4,3.4,2.4,,50,
316,Jakobi Meyers\MeyeJa01,NWE,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,130,
317,Wayne Gallman\GallWa00,NYG,RB,26,1,0,0,0,0,0,0,0,0,,0,1,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,91,
318,Levine Toilolo\ToilLe00,NYG,TE,29,2,1,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,52,
319,Khari Blasingame\BlasKh00,TEN,RB,24,2,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,98,
320,Jeremy McNichols\McNiJe00,TEN,RB,25,2,0,0,0,0,0,0,2,7,3.50,0,1,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,95,
321,Senorise Perry\PerrSe00,TEN,RB,29,2,0,0,0,0,0,0,2,9,4.50,0,0,0,0,,0,0,0,0,,,1,0.9,0.9,0.9,,94,
322,Vance McDonald\McDoVa00,PIT,TE,30,2,2,0,0,0,0,0,0,0,,0,4,2,6,3.00,0,0,0,0,,,1,2.6,2.6,1.6,,61,
323,Jaylen Samuels\SamuJa00,PIT,RB,24,2,0,0,0,0,0,0,1,2,2.00,0,3,2,5,2.50,0,0,0,0,,,1,2.7,2.7,1.7,,96,
324,Jason Witten\WittJa00,LVR,TE,38,2,2,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,0,0,0,,,1,2.5,2.5,1.5,,63,
325,Gerald Everett\EverGe00,LAR,TE,26,2,1,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,60,
326,Nick Boyle\BoylNi00,BAL,TE,27,2,2,0,0,0,0,0,0,0,,0,4,3,14,4.67,0,0,0,0,,,1,4.4,4.4,2.9,,51,
327,Virgil Green\GreeVi00,LAC,TE,32,2,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,0,0,,,1,2.0,2.0,1.5,,58,
328,Joe Reed\ReedJo03,LAC,WR,22,2,0,0,0,0,0,0,1,8,8.00,0,0,0,0,,0,0,0,0,,,1,0.8,0.8,0.8,,128,
329,Jacob Hollister\HollJa03,SEA,TE,27,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,59,
330,Ross Dwelley\DwelRo00,SFO,TE,25,2,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,62,
331,Nick Mullens\MullNi00,SFO,QB,25,1,0,8,11,71,0,1,2,-2,-1.00,0,0,0,0,,0,2,0,0,,,1,0.6,1.6,1.6,,36,
332,Rob Gronkowski\GronRo00,TAM,TE,31,2,2,0,0,0,0,0,0,0,,0,4,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,57,
333,Christian Blake\BlakCh00,ATL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,148,
334,Jaeden Graham\GrahJa01,ATL,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,67,
335,Brandon Powell\PoweBr00,ATL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,149,
336,Keith Smith\SmitKe03,ATL,RB,28,2,1,0,0,0,0,0,1,2,2.00,0,2,1,1,1.00,0,0,0,0,,,,1.3,1.3,0.8,,102,
337,Luke Stocker\StocLu00,ATL,,32,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,90,
338,Tyler Kroft\KrofTy00,BUF,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,91,
339,Trenton Cannon\CannTr00,CAR,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,115,
340,Pharoh Cooper\CoopPh00,CAR,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,152,
341,Brandon Zylstra\ZylsBr00,CAR,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,150,
342,Demetrius Harris\HarrDe03,CHI,,29,2,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,94,
343,J.P. Holtz\HoltJ.01,CHI,,27,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,73,
344,Ryan Nall\NallRy00,CHI,RB,25,2,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,0,0,,,,1.2,1.2,0.7,,104,
345,Cethan Carter\CartCe00,CIN,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,74,
346,Alex Erickson\EricAl01,CIN,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,
347,Clark Harris\HarrCl20,CIN,,36,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,92,
348,Samaje Perine\PeriSa00,CIN,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,
349,Auden Tate\TateAu00,CIN,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,158,
350,Stephen Carlson\CarlSt00,CLE,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,82,
351,Andy Janovich\JanoAn00,CLE,RB,27,2,1,0,0,0,0,0,0,0,,0,1,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,107,
352,Jojo Natson\NatsJo00,CLE,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,156,
353,Jacoby Brissett\BrisJa00,IND,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,39,
354,Daurice Fountain\FounDa00,IND,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,164,
355,Darrell Daniels\DaniDa02,ARI,,26,2,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,86,
356,D.J. Foster\FostD.01,ARI,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,112,
357,Trent Sherfield\SherTr00,ARI,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,157,
358,Chris Streveler\StreCh00,ARI,QB,25,2,0,0,0,0,0,0,1,3,3.00,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,37,
359,Jordan Thomas\ThomJo05,ARI,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,93,
360,Maxx Williams\WillMa04,ARI,,26,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,81,
361,Andy Dalton\DaltAn00,DAL,QB,33,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,40,
362,C.J. Goodwin\GoodC.00,DAL,,30,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,139,
363,Malik Turner\TurnMa00,DAL,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,161,
364,Cedrick Wilson\WilsCe01,DAL,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,145,
365,Andrew Beck\BeckAn01,DEN,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,72,
366,Jake Butt\ButtJa00,DEN,TE,25,2,0,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,71,
367,Diontae Spencer\SpenDi00,DEN,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,168,
368,Jamal Agnew\AgneJa00,DET,WR,25,2,0,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,142,
369,Jesse James\JameJe00,DET,,26,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,83,
370,Ty Johnson\JohnTy02,DET,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,135,
371,Tim Boyle\BoylTi00,GNB,QB,26,2,0,0,0,0,0,0,4,-3,-0.75,0,0,0,0,,0,0,0,0,,,,-0.3,-0.3,-0.3,,41,
372,Marcedes Lewis\LewiMa00,GNB,TE,36,2,2,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,65,
373,Jace Sternberger\SterJa00,GNB,,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,75,
374,Cullen Gillaspia\GillCu00,HOU,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,108,
375,Buddy Howell\HoweGr00,HOU,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,
376,C.J. Prosise\ProsC.00,HOU,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,113,
377,Kahale Warring\WarrKa00,HOU,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,84,
378,Bruce Miller\MillBr02,JAX,RB,33,2,1,0,0,0,0,0,0,0,,0,2,1,2,2.00,0,0,0,0,,,,1.2,1.2,0.7,,103,
379,Dare Ogunbowale\OgunDa00,JAX,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,118,
380,Marcus Kemp\KempMa00,KAN,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,169,
381,Byron Pringle\PrinBy00,KAN,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,162,
382,Anthony Sherman\SherAn00,KAN,RB,32,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,105,
383,Lynn Bowden Jr.\BowdLy00,MIA,RB,23,1,0,0,0,0,0,0,0,0,,0,1,1,-1,-1.00,0,0,0,0,,,,0.9,0.9,0.4,,119,
384,Chandler Cox\CoxxCh01,MIA,,24,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,
385,Mack Hollins\HollMa00,MIA,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,151,
386,Adam Shaheen\ShahAd00,MIA,TE,26,2,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,64,
387,Durham Smythe\SmytDu00,MIA,,25,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,85,
388,Ameer Abdullah\AbduAm00,MIN,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,114,
389,Mike Boone\BoonMi00,MIN,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,
390,Tyler Conklin\ConkTy00,MIN,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,78,
391,C.J. Ham\HamxC.00,MIN,RB,27,2,1,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,100,
392,Tajae Sharpe\SharTa00,MIN,,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,154,
393,Bennie Fowler\FowlBe00,NOR,,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,159,
394,Justin Hardee\HardJu01,NOR,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,165,
395,Matthew Slater\SlatMa00,NWE,,35,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,146,
396,Elijhaa Penny\PennEl00,NYG,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,116,
397,Damion Ratley\RatlDa00,NYG,,25,2,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,,,,,,143,
398,Eric Tomlinson\TomlEr01,NYG,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,95,
399,Daniel Brown\BrowDa04,NYJ,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,89,
400,Ryan Griffin\GrifRy00,NYJ,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,69,
401,Trevon Wesco\WescTr00,NYJ,,25,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,87,
402,Cody Hollister\HollCo00,TEN,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,153,
403,Kalif Raymond\RaymKa00,TEN,,26,2,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,144,
404,JJ Arcega-Whiteside\ArceJJ00,PHI,,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,136,
405,John Hightower\HighJo00,PHI,WR,24,2,0,0,0,0,0,0,0,0,,0,4,1,-2,-2.00,0,0,0,0,,,,0.8,0.8,0.3,,170,
406,Jason Huntley\HuntJa01,PHI,RB,22,1,0,0,0,0,0,0,1,1,1.00,0,0,0,0,,0,0,0,0,,,,0.1,0.1,0.1,,106,
407,Richard Rodgers\RodgRi00,PHI,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,79,
408,Ray-Ray McCloud\McClRa00,PIT,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,137,
409,Derek Carrier\CarrDe00,LVR,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,166,
410,Johnny Mundt\MundJo00,LAR,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,96,
411,Nsimba Webster\WebsNs00,LAR,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,
412,Robert Griffin III\GrifRo01,BAL,QB,30,1,0,1,1,9,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,38,
413,Stephen Anderson\AndeSt01,LAC,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,80,
414,Justin Jackson\JackJu01,LAC,RB,25,1,0,0,0,0,0,0,2,4,2.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,99,
415,Luke Willson\WillLu00,SEA,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,88,
416,Richie James\JameRi00,SFO,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,163,
417,Dante Pettis\PettDa00,SFO,,25,2,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,155,
418,Mohamed Sanu\SanuMo00,SFO,,31,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,138,
419,Jeff Wilson\WilsJe01,SFO,RB,25,2,0,0,0,0,0,0,2,3,1.50,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,101,
420,Antony Auclair\AuclAn00,TAM,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,77,
421,Cameron Brate\BratCa00,TAM,,29,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,70,
422,Cyril Grayson\GrayCy01,TAM,,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,147,
423,Tanner Hudson\HudsTa00,TAM,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,68,
424,Jaydon Mickens\MickJa01,TAM,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,167,
425,Marcus Baugh\BaugMa02,WAS,TE,26,2,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,0,0,,,,1.2,1.2,0.7,,66,
426,Antonio Gandy-Golden\GandAn00,WAS,WR,22,1,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,134,
427,Cam Sims\SimsCa00,WAS,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,160,
428,Jeremy Sprinkle\SpriJe00,WAS,,26,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,76,
429,Nick Vannett\VannNi00,DEN,TE,27,2,0,0,0,0,0,0,0,0,,0,4,1,-6,-6.00,0,0,0,0,,,-1,0.4,0.4,-0.1,,97,
430,Keke Coutee\CoutKe00,HOU,WR,23,1,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,1,1,0,,,-1,1.1,2.1,0.1,,171,
