Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
224,Adam Humphries\HumpAd00,TEN,WR,27,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.17,3.67,36.5,9.95,0.33,0.00,0.00,0.33,,,5.67,9.32,58.9,7.48,,15.3,
225,James White\WhitJa02,NWE,RB,28,8,0,0.00,0.00,0.00,0.00,0.00,2.63,8.75,3.33,0.00,5.13,4.13,33.4,8.09,0.00,0.13,0.00,0.00,,,4.25,8.34,69.7,6.28,,8.00,
226,Cedrick Wilson Jr.\WilsCe01,DAL,WR,25,10,0,0.10,0.10,1.10,0.10,0.00,0.20,-1.10,-5.50,0.00,2.70,1.60,18.6,11.63,0.20,0.00,0.00,0.20,,,3.40,4.99,52.9,4.19,,9.10,
227,T.Y. Hilton\HiltT.00,IND,WR,31,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.56,3.22,36.3,11.28,0.00,0.00,0.00,0.00,,,3.67,6.86,64.7,5.24,,10.4,
228,Duke Johnson\JohnDu00,HOU,RB,27,8,2,0.00,0.00,0.00,0.00,0.00,7.25,20.5,2.83,0.13,2.88,2.13,16.1,7.59,0.00,0.25,0.13,0.13,,,4.13,6.29,57.3,5.22,,8.13,
229,Sammy Watkins\WatkSa00,KAN,WR,27,5,4,0.00,0.00,0.00,0.00,0.00,0.20,0.60,3.00,0.00,5.80,4.20,44.4,10.57,0.40,0.20,0.20,0.40,,,6.60,10.7,57.5,8.60,,19.0,
230,Justin Jackson\JackJu01,LAC,RB,24,6,4,0.00,0.00,0.00,0.00,0.00,7.50,30.8,4.11,0.00,3.17,2.50,21.8,8.73,0.00,0.00,0.00,0.00,,,5.33,7.77,52.6,6.52,,11.0,
231,Irv Smith Jr.\SmitIr01,MIN,TE,22,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.56,1.67,20.2,12.13,0.22,0.00,0.00,0.22,0.11,,3.56,5.24,50.2,4.41,,3.11,
232,Olamide Zaccheaus\ZaccOl01,ATL,WR,23,10,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,2.90,1.90,26.3,13.84,0.10,0.00,0.00,0.10,,,3.20,5.13,54.3,4.18,,9.60,
233,Harrison Bryant\BryaHa00,CLE,TE,22,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.10,1.50,15.1,10.07,0.30,0.10,0.10,0.30,,,3.10,4.61,50.1,3.86,,2.90,
234,Austin Hooper\HoopAu00,CLE,TE,26,8,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,3.25,31.1,9.58,0.13,0.00,0.00,0.13,,,3.88,7.11,59.9,5.49,,3.75,
235,Isaiah McKenzie\McKeIs00,BUF,WR,25,10,4,0.10,0.10,1.20,0.10,0.00,0.50,0.50,1.00,0.00,1.70,1.60,14.0,8.75,0.20,0.00,0.00,0.20,,,3.10,4.70,50.0,3.90,,9.70,
236,Kyle Rudolph\RudoKy00,MIN,TE,31,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.70,2.10,26.6,12.67,0.10,0.10,0.10,0.10,,,3.10,5.16,55.6,4.11,,3.10,
237,Cam Sims\SimsCa00,WAS,WR,24,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,1.30,24.5,18.85,0.10,0.00,0.00,0.10,,,3.10,4.35,46.5,3.70,,9.80,
238,Jeff Driskel\DrisJe00,DEN,QB,27,3,1,11.7,21.3,144.0,1.00,0.67,2.00,9.33,4.67,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.33,10.0,10.0,35.1,10.7,,13.7,
239,Andy Isabella\IsabAn00,ARI,WR,24,10,0,0.00,0.00,0.00,0.00,0.00,0.10,-0.60,-6.00,0.00,2.40,1.50,18.4,12.27,0.20,0.10,0.00,0.20,,,3.00,4.48,47.8,3.73,,10.0,
240,Tyler Kroft\KrofTy00,BUF,TE,28,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.78,1.33,13.2,9.92,0.33,0.00,0.00,0.33,,,3.33,4.66,44.9,3.99,,3.56,
241,Cordarrelle Patterson\PattCo00,CHI,WR,29,10,3,0.00,0.00,0.00,0.00,0.00,4.10,11.8,2.88,0.00,2.10,1.90,12.4,6.53,0.00,0.00,0.00,0.10,,,3.00,4.92,55.2,3.97,,9.90,
242,Jalen Reagor\ReagJa00,PHI,WR,21,5,5,0.00,0.00,0.00,0.00,0.00,0.20,1.20,6.00,0.00,5.20,3.20,42.2,13.19,0.20,0.20,0.00,0.20,0.20,,6.00,9.14,48.7,7.54,,20.2,
243,Cam Akers\AkerCa00,LAR,RB,21,8,2,0.00,0.00,0.00,0.00,0.00,6.25,25.1,4.02,0.00,0.38,0.38,3.38,9.00,0.13,0.00,0.00,0.13,,,3.63,3.98,34.8,3.79,,8.63,
244,Le'Veon Bell\BellLe00,2TM,RB,28,6,2,0.00,0.00,0.00,0.00,0.00,7.00,25.5,3.64,0.17,1.33,1.33,12.7,9.50,0.00,0.17,0.00,0.17,,,4.83,6.15,39.9,5.48,,11.3,
245,Devonta Freeman\FreeDe00,NYG,RB,28,5,4,0.00,0.00,0.00,0.00,0.00,10.8,34.4,3.19,0.20,2.00,1.40,11.6,8.29,0.00,0.00,0.00,0.20,,,5.80,7.20,39.0,6.50,,13.4,
246,DaeSean Hamilton\HamiDa01,DEN,WR,25,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.70,1.50,18.5,12.33,0.20,0.10,0.10,0.20,,,2.90,4.35,47.5,3.60,,10.2,
247,Devin Duvernay\DuveDe00,BAL,WR,23,10,0,0.00,0.00,0.00,0.00,0.00,0.20,4.10,20.50,0.00,2.00,1.50,17.9,11.93,0.00,0.00,0.00,0.10,,,2.80,4.30,46.0,3.55,,10.3,
248,Deonte Harris\HarrDe07,NOR,WR,23,9,2,0.00,0.00,0.00,0.00,0.00,0.67,5.67,8.50,0.00,2.78,2.22,20.7,9.30,0.11,0.33,0.11,0.11,,,3.11,5.30,51.7,4.19,,11.6,
249,Kyle Juszczyk\JuszKy00,SFO,RB,29,10,9,0.00,0.00,0.00,0.00,0.00,0.80,4.10,5.13,0.20,1.60,1.00,11.8,11.80,0.00,0.00,0.00,0.20,,,2.80,3.79,40.9,3.29,,7.00,
250,Jake Luton\LutoJa00,JAX,QB,24,3,3,20.0,36.7,208.0,0.67,2.00,0.33,4.33,13.00,0.33,0.00,0.00,0.00,,0.00,0.67,0.00,0.33,,,9.33,9.43,37.3,11.4,,14.0,
251,Greg Olsen\OlseGr00,SEA,TE,35,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.50,2.30,22.4,9.74,0.10,0.00,0.00,0.10,,,2.80,5.14,54.4,3.99,,3.30,
252,Dan Arnold\ArnoDa00,ARI,TE,25,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.20,1.70,20.8,12.24,0.10,0.10,0.00,0.10,,,2.70,4.38,46.8,3.53,,3.60,
253,Cameron Brate\BratCa00,TAM,TE,29,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.73,1.45,13.4,9.19,0.18,0.00,0.00,0.18,,,2.45,3.88,45.7,3.15,,3.36,
254,Jack Doyle\DoylJa00,IND,TE,30,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.13,1.25,14.3,11.40,0.38,0.13,0.13,0.38,,,3.38,4.67,41.4,4.05,,4.25,
255,Jordan Howard\HowaJo00,MIA,RB,26,5,3,0.00,0.00,0.00,0.00,0.00,5.60,6.60,1.18,0.80,0.20,0.20,-0.60,-3.00,0.00,0.20,0.00,0.80,,,5.40,5.60,28.0,5.50,,14.2,
256,O.J. Howard\HowaO.00,TAM,TE,26,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.75,2.75,36.5,13.27,0.50,0.00,0.00,0.50,,,6.75,9.40,40.6,8.03,,9.50,
257,Dontrelle Inman\InmaDo00,WAS,WR,31,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.86,2.43,21.1,8.71,0.29,0.14,0.00,0.29,,,3.86,6.26,46.8,5.04,,15.0,
258,Dion Lewis\LewiDi00,NYG,RB,30,10,0,0.00,0.00,0.00,0.00,0.00,1.90,5.90,3.11,0.10,2.40,1.60,10.6,6.63,0.10,0.10,0.10,0.20,,,2.70,4.25,46.5,3.45,,7.20,
259,Jordan Reed\ReedJo02,SFO,TE,30,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.80,3.40,30.0,8.82,0.40,0.00,0.00,0.40,,,5.40,8.80,47.0,7.10,,7.00,
260,Salvon Ahmed\AhmeSa01,MIA,RB,22,3,2,0.00,0.00,0.00,0.00,0.00,13.3,55.3,4.15,0.33,2.33,2.00,12.0,6.00,0.00,0.00,0.00,0.33,,,8.67,10.7,35.2,9.73,,24.3,
261,Zach Ertz\ErtzZa00,PHI,TE,30,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.50,4.00,29.7,7.42,0.17,0.00,0.00,0.17,0.17,,4.33,8.30,52.8,6.30,,6.50,
262,N'Keal Harry\HarrNK00,NWE,WR,23,8,6,0.00,0.00,0.00,0.00,0.00,0.13,0.25,2.00,0.00,5.00,3.00,26.6,8.88,0.13,0.13,0.13,0.13,,,3.25,6.19,53.5,4.69,,13.4,
263,Marcus Johnson\JohnMa07,IND,WR,26,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.86,2.00,36.4,18.21,0.00,0.00,0.00,0.00,,,3.71,5.64,42.5,4.64,,15.4,
264,Sony Michel\MichSo00,NWE,RB,25,3,3,0.00,0.00,0.00,0.00,0.00,8.67,57.7,6.65,0.33,1.00,0.67,7.67,11.50,0.00,0.00,0.00,0.33,,,8.67,9.20,30.6,8.87,,24.7,
265,Deebo Samuel\SamuDe00,SFO,WR,24,4,3,0.00,0.00,0.00,0.00,0.00,1.50,3.50,2.33,0.00,5.50,4.00,46.3,11.56,0.25,0.00,0.00,0.25,,,6.50,10.5,44.9,8.47,,26.5,
266,Peyton Barber\BarbPe01,WAS,RB,26,10,2,0.00,0.00,0.00,0.00,0.00,4.80,11.6,2.42,0.20,0.30,0.20,1.10,5.50,0.00,0.00,0.00,0.20,,,2.50,2.67,29.7,2.57,,7.50,
267,Tyler Eifert\EifeTy00,JAX,TE,30,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.11,2.11,20.9,9.89,0.11,0.00,0.00,0.11,,,2.78,4.87,46.8,3.81,,4.44,
268,Richie James\JameRi00,SFO,WR,25,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.60,2.40,42.0,17.50,0.20,0.20,0.20,0.20,,,5.00,7.40,41.0,6.20,,21.8,
269,Jamycal Hasty\HastJa02,SFO,RB,24,8,0,0.00,0.00,0.00,0.00,0.00,4.88,18.5,3.79,0.13,1.00,0.88,4.13,4.71,0.00,0.13,0.00,0.13,,,3.00,3.89,34.1,3.45,,9.63,
270,Travis Homer\HomeTr00,SEA,RB,22,9,0,0.00,0.00,0.00,0.00,0.00,2.78,9.78,3.52,0.00,1.11,1.00,10.0,10.00,0.11,0.00,0.00,0.11,,,2.67,3.64,32.8,3.14,,8.67,
271,Tyler Johnson\JohnTy00,TAM,WR,22,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.44,1.11,13.1,11.80,0.22,0.00,0.00,0.22,,,2.67,3.76,36.8,3.20,,12.2,
272,Darrel Williams\WillDa10,KAN,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,2.00,8.00,4.00,0.10,1.70,1.20,8.20,6.83,0.00,0.00,0.00,0.10,0.10,,2.40,3.62,36.2,3.02,,7.60,
273,Nick Boyle\BoylNi00,BAL,TE,27,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.89,1.56,12.6,8.07,0.22,0.00,0.00,0.22,,,2.56,4.14,40.3,3.37,,4.56,
274,Tyron Johnson\JohnTy03,LAC,WR,24,6,0,0.00,0.00,0.00,0.00,0.00,0.50,2.83,5.67,0.00,0.67,0.50,26.2,52.33,0.17,0.00,0.00,0.17,,,3.83,4.40,29.4,4.15,,18.5,
275,Jalen Richard\RichJa01,LVR,RB,27,9,0,0.00,0.00,0.00,0.00,0.00,1.56,9.22,5.93,0.11,1.67,1.33,10.0,7.50,0.00,0.00,0.00,0.11,,,2.56,3.92,35.3,3.26,,8.78,
276,Chris Thompson\ThomCh03,JAX,RB,30,8,0,0.00,0.00,0.00,0.00,0.00,0.88,2.50,2.86,0.00,2.88,2.50,18.3,7.30,0.13,0.00,0.00,0.13,,,2.88,5.33,45.6,4.08,,10.0,
277,Will Dissly\DissWi00,SEA,TE,24,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.70,1.40,16.3,11.64,0.10,0.00,0.00,0.10,,,2.20,3.63,39.3,2.93,,4.20,
278,Denzel Mims\MimsDe00,NYJ,WR,23,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,6.50,3.25,54.3,16.69,0.00,0.00,0.00,0.00,,,5.50,8.68,37.7,7.05,,28.0,
279,David Njoku\NjokDa00,CLE,TE,24,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.14,14.6,12.75,0.29,0.00,0.00,0.29,,,3.14,4.31,33.2,3.74,,6.14,
280,Miles Boykin\BoykMi00,BAL,WR,24,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.30,1.40,15.3,10.93,0.10,0.00,0.00,0.10,,,2.10,3.53,38.3,2.83,,11.3,
281,Matt Breida\BreiMa00,MIA,RB,25,8,0,0.00,0.00,0.00,0.00,0.00,4.88,16.5,3.38,0.00,1.00,0.88,9.88,11.29,0.00,0.13,0.00,0.00,,,2.63,3.51,31.1,3.08,,10.1,
282,Drew Sample\SampDr00,CIN,TE,24,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.20,2.20,21.2,9.64,0.00,0.00,0.00,0.00,,,2.10,4.32,46.2,3.22,,4.40,
283,Steven Sims\SimsSt00,WAS,WR,23,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,2.50,27.7,11.07,0.17,0.50,0.17,0.17,,,3.50,5.93,39.6,4.68,,19.0,
284,Durham Smythe\SmytDu00,MIA,TE,25,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.22,1.00,9.44,9.44,0.22,0.00,0.00,0.22,,,2.33,3.28,29.5,2.78,,5.00,
285,Ross Dwelley\DwelRo00,SFO,TE,25,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.40,1.00,14.4,14.40,0.10,0.00,0.00,0.10,,,2.00,3.04,33.4,2.54,,4.60,
286,Jacob Hollister\HollJa03,SEA,TE,27,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.90,1.40,11.8,8.43,0.10,0.00,0.00,0.10,0.10,,2.00,3.38,36.8,2.68,,4.70,
287,Van Jefferson\JeffVa00,LAR,WR,24,10,0,0.00,0.00,0.00,0.00,0.00,0.10,-0.10,-1.00,0.00,1.60,1.10,14.3,13.00,0.10,0.10,0.00,0.10,,,2.00,3.12,34.2,2.57,,11.6,
288,Jeremy McNichols\McNiJe00,TEN,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,2.60,17.3,6.65,0.00,0.90,0.60,2.90,4.83,0.00,0.00,0.00,0.00,,,2.00,2.62,29.2,2.32,,8.20,
289,Adam Shaheen\ShahAd00,MIA,TE,26,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.60,7.70,12.83,0.20,0.00,0.00,0.20,,,2.00,2.57,25.7,2.27,,4.80,
290,Kenny Stills\StilKe00,HOU,WR,28,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.90,1.10,14.4,13.09,0.10,0.00,0.00,0.10,,,2.00,3.14,34.4,2.59,,11.5,
291,Michael Thomas\ThomMi05,NOR,WR,27,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.50,4.75,49.8,10.47,0.00,0.00,0.00,0.00,,,5.00,9.72,41.9,7.35,,29.3,
292,John Hightower\HighJo00,PHI,WR,24,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.40,0.90,16.6,18.44,0.00,0.00,0.00,0.00,0.10,,1.90,2.76,30.6,2.31,,11.9,
293,Freddie Swain\SwaiFr00,SEA,WR,22,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,1.00,13.4,13.40,0.10,0.00,0.00,0.10,,,1.90,2.94,32.4,2.44,,11.8,
294,Isaiah Ford\FordIs00,MIA,WR,24,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.14,2.57,26.3,10.22,0.00,0.00,0.00,0.00,,,2.57,5.20,39.4,3.91,,17.3,
295,Albert Okwuegbunam\OkwuAl00,DEN,TE,22,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.75,2.75,30.3,11.00,0.25,0.00,0.00,0.25,,,4.50,7.28,32.1,5.90,,12.3,
296,Samaje Perine\PeriSa00,CIN,RB,25,10,0,0.00,0.00,0.00,0.00,0.00,2.40,10.2,4.25,0.10,0.50,0.40,1.40,3.50,0.00,0.00,0.00,0.10,,,1.80,2.16,24.6,1.96,,8.30,
297,Kalif Raymond\RaymKa00,TEN,WR,26,10,3,0.00,0.00,0.00,0.00,0.00,0.10,-0.30,-3.00,0.00,1.20,0.90,18.7,20.78,0.00,0.00,0.00,0.00,,,1.80,2.74,30.4,2.29,,12.0,
298,Jason Witten\WittJa00,LVR,TE,38,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.10,1.10,5.70,5.18,0.20,0.00,0.00,0.20,,,1.80,2.87,28.7,2.32,,5.00,
299,Alec Ingold\IngoAl01,LVR,RB,24,10,2,0.00,0.00,0.00,0.00,0.00,0.20,0.20,1.00,0.00,1.40,1.00,10.8,10.80,0.10,0.00,0.00,0.10,,,1.70,2.70,30.0,2.20,,8.40,
300,Ryan Izzo\IzzoRy00,NWE,TE,25,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.90,1.20,19.3,16.08,0.00,0.10,0.10,0.00,,,1.70,2.93,33.3,2.33,,5.20,
301,DeSean Jackson\JackDe00,PHI,WR,34,4,4,0.00,0.00,0.00,0.00,0.00,0.25,3.00,12.00,0.00,6.25,3.25,38.8,11.92,0.00,0.00,0.00,0.00,,,4.25,7.42,32.7,5.80,,31.0,
302,Zay Jones\JoneZa00,LVR,WR,25,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.40,1.10,10.5,9.55,0.10,0.00,0.00,0.10,,,1.70,2.75,30.5,2.20,,12.5,
303,Donald Parham\ParhDo00,LAC,TE,23,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.43,7.71,18.00,0.29,0.00,0.00,0.29,,,2.43,2.91,20.4,2.70,,7.29,
304,Byron Pringle\PrinBy00,KAN,WR,27,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.10,0.90,10.8,12.00,0.00,0.00,0.00,0.10,,,1.70,2.58,28.8,2.13,,12.3,
305,Jace Sternberger\SterJa00,GNB,TE,24,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.40,1.10,10.9,9.91,0.10,0.00,0.00,0.10,,,1.70,2.79,30.9,2.24,,5.30,
306,Mike Thomas\ThomMi04,CIN,WR,26,9,0,0.00,0.00,0.00,0.00,0.00,0.11,0.11,1.00,0.00,2.11,1.44,14.7,10.15,0.11,0.11,0.11,0.11,,,1.89,3.37,34.3,2.64,,13.6,
307,Antonio Brown\BrowAn04,TAM,WR,32,3,1,0.00,0.00,0.00,0.00,0.00,0.67,-0.67,-1.00,0.00,8.67,6.00,52.3,8.72,0.00,0.00,0.00,0.00,,,5.33,11.2,36.5,8.17,,42.3,
308,Jesse James\JameJe00,DET,TE,26,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,1.00,9.70,9.70,0.10,0.00,0.00,0.10,,,1.60,2.57,25.7,2.07,,5.50,
309,Marcedes Lewis\LewiMa00,GNB,TE,36,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.11,0.56,4.44,8.00,0.22,0.00,0.00,0.22,,,1.78,2.33,21.0,2.06,,6.00,
310,James O'Shaughnessy\O'ShJa00,JAX,TE,28,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.33,1.78,17.3,9.75,0.00,0.00,0.00,0.00,,,1.78,3.51,34.6,2.62,,6.22,
311,Isaiah Wright\WrigIs01,WAS,WR,23,8,4,0.00,0.00,0.00,0.00,0.00,0.38,2.00,5.33,0.00,3.38,2.88,21.0,7.30,0.00,0.38,0.13,0.00,,,2.00,4.92,43.4,3.49,,15.8,
312,Reggie Bonnafon\BonnRe00,CAR,RB,24,2,0,0.00,0.00,0.00,0.00,0.00,6.00,34.5,5.75,0.00,1.00,1.00,9.00,9.00,0.50,0.00,0.00,0.50,,,7.50,8.35,16.7,7.85,,44.5,
313,Quintez Cephus\CephQu00,DET,WR,22,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.71,1.43,21.0,14.70,0.00,0.00,0.00,0.00,,,2.14,3.53,27.7,2.81,,18.4,
314,Corey Clement\ClemCo00,PHI,RB,26,9,0,0.00,0.00,0.00,0.00,0.00,2.11,7.56,3.58,0.11,0.56,0.44,2.00,4.50,0.00,0.00,0.00,0.11,,,1.67,2.07,18.6,1.84,,10.0,
315,Tyler Ervin\ErviTy00,GNB,RB,27,7,0,0.00,0.00,0.00,0.00,0.00,1.86,9.57,5.15,0.00,2.14,1.57,12.0,7.64,0.00,0.00,0.00,0.00,,,2.14,3.73,26.1,2.94,,12.4,
316,Royce Freeman\FreeRo00,DEN,RB,24,10,0,0.00,0.00,0.00,0.00,0.00,2.20,7.90,3.59,0.00,1.00,0.90,7.30,8.11,0.00,0.00,0.00,0.00,,,1.50,2.42,24.2,1.97,,8.60,
317,Garrett Gilbert\GilbGa01,DAL,QB,29,1,1,21.0,38.0,243.0,1.00,1.00,3.00,28.0,9.33,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,15.0,14.5,15.5,15.5,,43.0,
318,Chris Herndon\HernCh00,NYJ,TE,24,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.70,1.60,13.3,8.31,0.10,0.20,0.20,0.10,,,1.50,3.13,36.3,2.33,,5.70,
319,D'Ernest Johnson\JohnDE04,CLE,RB,24,10,0,0.00,0.00,0.00,0.00,0.00,2.90,14.2,4.90,0.00,0.30,0.20,0.90,4.50,0.00,0.10,0.00,0.00,,,1.50,1.71,20.1,1.61,,8.80,
320,Cole Kmet\KmetCo00,CHI,TE,21,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.10,0.70,8.60,12.29,0.10,0.00,0.00,0.10,,,1.50,2.16,21.6,1.81,,6.10,
321,Jeff Smith\SmitJe03,NYJ,WR,23,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.86,2.14,20.9,9.73,0.00,0.00,0.00,0.00,,,2.14,4.23,32.6,3.16,,18.6,
322,Auden Tate\TateAu00,CIN,WR,23,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,1.75,18.8,10.71,0.00,0.00,0.00,0.00,,,1.88,3.63,32.0,2.75,,16.0,
323,Ian Thomas\ThomIa00,CAR,TE,24,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.64,1.09,8.45,7.75,0.09,0.09,0.00,0.09,,,1.36,2.48,27.3,1.94,,5.27,
324,Adam Trautman\TrauAd00,NOR,TE,23,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.89,0.78,10.2,13.14,0.11,0.00,0.00,0.11,,,1.67,2.47,22.2,2.08,,6.56,
325,C.J. Uzomah\UzomC.00,CIN,TE,27,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.50,4.00,43.5,10.88,0.50,0.00,0.00,0.50,,,7.50,11.3,22.7,9.35,,30.0,
326,T.J. Yeldon\YeldT.00,BUF,RB,27,3,0,0.00,0.00,0.00,0.00,0.00,3.33,23.3,7.00,0.00,1.33,0.33,7.33,22.00,0.33,0.33,0.00,0.33,,,5.00,5.40,16.2,5.23,,28.3,
327,Pharaoh Brown\BrowPh01,HOU,TE,26,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.13,0.88,9.38,10.71,0.13,0.00,0.00,0.13,,,1.75,2.56,20.5,2.13,,7.88,
328,Marquez Callaway\CallMa01,NOR,WR,22,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.38,1.88,17.0,9.07,0.00,0.00,0.00,0.00,,,1.75,3.58,31.6,2.64,,16.4,
329,Darrell Daniels\DaniDa02,ARI,TE,26,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.89,0.67,9.22,13.83,0.11,0.00,0.00,0.11,,,1.56,2.26,20.3,1.92,,6.89,
330,Ray-Ray McCloud\McClRa00,PIT,WR,24,10,1,0.00,0.00,0.00,0.00,0.00,0.40,6.50,16.25,0.00,1.50,1.40,7.00,5.00,0.00,0.00,0.00,0.00,,,1.40,2.75,27.5,2.05,,13.2,
331,Gabe Nabers\NabeGa00,LAC,RB,23,10,3,0.00,0.00,0.00,0.00,0.00,0.10,0.40,4.00,0.00,0.50,0.40,2.00,5.00,0.20,0.00,0.00,0.20,,,1.40,1.84,18.4,1.64,,9.10,
332,JJ Arcega-Whiteside\ArceJJ00,PHI,WR,24,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.71,0.29,6.43,22.50,0.00,0.00,0.00,0.14,0.14,,1.86,2.07,14.5,1.93,,19.6,
333,Christian Blake\BlakCh00,ATL,WR,24,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.60,1.10,12.5,11.36,0.00,0.00,0.00,0.00,,,1.30,2.35,26.5,1.80,,13.5,
334,D'Onta Foreman\ForeDO00,TEN,RB,24,4,0,0.00,0.00,0.00,0.00,0.00,4.50,16.8,3.72,0.00,0.25,0.25,1.25,5.00,0.25,0.00,0.00,0.25,,,3.25,3.55,14.2,3.42,,23.3,
335,De'Michael Harris\HarrDe11,IND,WR,22,4,0,0.00,0.00,0.00,0.00,0.00,1.00,11.8,11.75,0.00,2.25,2.25,19.5,8.67,0.00,0.00,0.00,0.00,,,3.25,5.38,21.5,4.25,,34.0,
336,Collin Johnson\JohnCo01,JAX,WR,23,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.30,0.70,6.90,9.86,0.10,0.00,0.00,0.10,,,1.30,1.99,19.9,1.64,,13.4,
337,Alfred Morris\MorrAl00,NYG,RB,32,3,0,0.00,0.00,0.00,0.00,0.00,8.33,43.0,5.16,0.00,0.33,0.33,1.33,4.00,0.00,0.00,0.00,0.00,,,4.33,4.77,17.3,4.60,,30.7,
